satellite,start_time,end_time,duration,max_elevation,constellation,location,country,duration [s],max_elevation [deg],satellite_height [km],slant_range [km],footprint_radius [km],footprint_area [km²]
TIANQI-36,2025-04-10 10:26:15.051928+00:00,2025-04-10 10:43:30.051907+00:00,1034.9999785423279,69.01421018993942,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-11 12:16:15.051897+00:00,2025-04-11 12:33:00.051918+00:00,1005.0000205636024,30.35280815601203,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-11 10:27:15.051925+00:00,2025-04-11 10:44:15.051904+00:00,1019.9999794363976,89.04639567880302,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-02 12:09:15.051922+00:00,2025-04-02 12:24:30.051908+00:00,914.9999856948853,24.49215870364277,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-05 12:10:15.051919+00:00,2025-04-05 12:27:30.051897+00:00,1034.9999785423279,66.14071786100506,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-01 12:05:15.051936+00:00,2025-04-01 12:20:15.051923+00:00,899.9999865889549,18.472459263828807,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-05 13:59:15.051931+00:00,2025-04-05 14:16:15.051910+00:00,1019.9999794363976,36.710923658973805,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-05 17:39:00.051910+00:00,2025-04-05 17:55:15.051932+00:00,975.0000223517418,29.81579977125641,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-08 21:21:15.051919+00:00,2025-04-08 21:29:15.051931+00:00,480.00001162290573,3.354000674018492,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-09 08:41:15.051902+00:00,2025-04-09 08:52:15.051902+00:00,660.0000008940697,7.465992291164016,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-09 10:26:00.051929+00:00,2025-04-09 10:42:30.051910+00:00,989.9999812245369,50.16051821918697,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-09 12:14:15.051904+00:00,2025-04-09 12:31:15.051924+00:00,1020.0000196695328,43.72944313419635,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-09 14:04:15.051913+00:00,2025-04-09 14:20:15.051936+00:00,960.0000232458115,22.54102058286386,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-09 15:54:15.051922+00:00,2025-04-09 16:10:15.051905+00:00,959.9999830126762,26.58580884369187,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-09 17:42:15.051898+00:00,2025-04-09 17:59:30.051917+00:00,1035.000018775463,69.41868655983511,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-09 19:31:15.051910+00:00,2025-04-09 19:47:00.051894+00:00,944.9999839067459,26.475674274072055,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-08 19:30:15.051914+00:00,2025-04-08 19:46:15.051897+00:00,959.9999830126762,37.081053559167614,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-10 08:41:00.051902+00:00,2025-04-10 08:54:15.051895+00:00,794.9999928474426,12.64770544547474,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-10 12:15:15.051901+00:00,2025-04-10 12:32:15.051920+00:00,1020.0000196695328,35.842380556965104,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-10 14:05:15.051910+00:00,2025-04-10 14:21:15.051933+00:00,960.0000232458115,21.738855149372075,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-10 15:55:00.051919+00:00,2025-04-10 16:11:15.051902+00:00,974.9999821186066,30.448849783366565,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-10 17:43:15.051935+00:00,2025-04-10 18:00:15.051914+00:00,1019.9999794363976,89.77107585766196,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-10 19:32:15.051907+00:00,2025-04-10 19:47:15.051893+00:00,899.9999865889549,18.533899485824215,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-11 08:40:30.051904+00:00,2025-04-11 08:55:15.051932+00:00,885.0000277161598,18.957158118906978,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-12 17:45:15.051927+00:00,2025-04-12 18:02:15.051907+00:00,1019.9999794363976,52.802803056404265,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-01 17:34:15.051927+00:00,2025-04-01 17:46:15.051924+00:00,719.999997317791,7.093082426848642,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-03 15:45:15.051914+00:00,2025-04-03 15:59:00.051905+00:00,824.9999910593033,11.154115510647458,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-10 17:43:30.051934+00:00,2025-04-10 18:00:00.051915+00:00,989.9999812245369,28.703938201173184,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-11 21:25:15.051905+00:00,2025-04-11 21:32:15.051920+00:00,420.0000151991844,2.132389812649889,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-11 19:33:00.051904+00:00,2025-04-11 19:49:15.051927+00:00,975.0000223517418,39.149852921441585,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-11 17:44:15.051931+00:00,2025-04-11 18:01:15.051910+00:00,1019.9999794363976,38.339635071439545,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-11 15:56:15.051915+00:00,2025-04-11 16:10:00.051906+00:00,824.9999910593033,11.269882043713018,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-11 14:06:15.051906+00:00,2025-04-11 14:18:15.051903+00:00,719.999997317791,6.990661061455845,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-11 12:14:15.051904+00:00,2025-04-11 12:29:15.051931+00:00,900.0000268220901,16.51318495954699,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-11 10:24:15.051895+00:00,2025-04-11 10:41:15.051915+00:00,1020.0000196695328,66.57225914566904,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-11 08:37:15.051916+00:00,2025-04-11 08:52:15.051902+00:00,899.9999865889549,20.72969186501341,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-10 21:22:15.051916+00:00,2025-04-10 21:33:15.051917+00:00,660.0000008940697,6.717849501583465,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-10 19:32:00.051908+00:00,2025-04-10 19:49:00.051927+00:00,1020.0000196695328,57.43565061752304,Tianqi,HK,CN,,,,,,
